daily_bets,avg_bet_amount,sessions_per_day,time_spent_minutes,lost_money_days,won_money_days,self_exclusion_attempts,account_age_days,risk_level
4,67.1398094324241,1,90.35374322309107,1,26,1,225,0
5,31.033072787626864,4,129.57685794109335,10,5,1,208,1
6,40.34557651552063,2,117.57123492780971,9,28,0,629,1
3,67.29209402703918,9,60.86162598004134,10,22,1,256,1
3,61.58713954245132,5,105.52733516193094,26,22,0,247,4
7,33.46914142810693,6,72.8006090852532,25,24,0,465,4
5,30.528293882425583,3,64.46372330888755,0,22,1,375,0
3,89.88118741614177,3,99.73424322169701,21,10,0,892,3
4,59.69073667767825,1,125.11269525391864,1,28,0,130,0
3,70.81813577238754,3,99.82910787568974,26,16,0,62,4
8,41.59708794625793,9,144.19755145884318,19,25,0,542,3
9,47.27600662222223,8,97.58496771694071,28,19,1,223,4
3,41.74664013899022,8,70.9244421784785,3,3,0,311,0
6,29.058606743817457,8,115.05237879060088,21,16,1,438,3
9,34.70878852435435,3,66.78001097147934,0,19,0,628,0
7,71.91145697915725,1,67.57429990802744,29,15,2,70,4
6,59.42646502109885,2,41.27933363653235,25,11,1,244,4
3,62.68330319361741,1,109.86095172590954,17,12,0,224,2
4,38.04197015959614,4,122.76933280618567,22,8,0,871,3
6,39.70607377726802,3,126.61081063432746,9,23,1,223,1
4,38.42276148079314,5,76.70047287857892,18,3,1,155,2
7,25.41991811103835,2,82.95931498390584,6,19,0,604,1
5,20.349406413077695,6,80.65599515789903,1,15,1,348,0
10,0.7532416621750286,4,96.38161387802704,0,28,1,863,0
7,41.16287746166206,2,40.71963202647085,11,15,0,532,2
4,43.16574163911785,1,118.7627853289712,11,16,0,640,1
8,43.885398358899344,1,98.92320876038391,15,2,0,341,2
3,55.75997745944173,7,84.17677401187673,6,9,0,335,0
4,38.8367881124735,3,109.39490852513882,18,10,1,378,2
7,83.21142254793217,6,89.20402393131658,1,13,1,444,0
5,63.16421662813269,6,77.00817031591458,7,19,1,832,1
1,24.984871754340624,3,103.07846865890347,8,0,0,342,0
5,33.90811481209856,7,119.92380200780451,10,19,0,713,1
3,28.453663898639437,6,64.4130561500404,1,18,2,457,0
5,71.66349814768668,3,99.40530481889813,22,21,0,973,3
9,54.950473973301285,5,94.55468133735317,29,8,0,72,4
5,40.40800812671641,1,98.2870140712245,0,29,1,154,0
8,50.60922019846241,4,117.97307779148237,13,27,1,138,2
6,44.72357714817023,9,79.70128273230638,4,5,0,701,0
4,38.512409984046045,5,119.31338585517281,13,15,1,44,1
5,78.10921279916172,6,138.20368567654856,27,10,0,143,4
8,39.63183518215018,6,55.97851987655752,18,20,1,89,3
6,30.32586023939936,2,141.79501287037763,21,19,0,706,3
2,13.472439383956406,3,-23.021525960716076,5,21,0,402,0
5,69.81814432131932,6,56.86787059899746,24,16,2,172,4
7,64.57089626676401,7,131.88053903767982,14,23,0,220,2
7,63.10270175235168,2,82.99735726405007,24,5,1,947,4
1,62.79078156028562,3,70.40330270376037,28,0,0,502,4
4,69.90269160042844,7,115.94396312091705,17,19,0,875,2
5,55.10875977290514,8,73.573785714417,8,24,1,967,1
5,48.65958999708466,8,141.034913617452,0,22,1,947,0
5,44.0838774588664,9,17.045599658140702,25,14,0,108,4
3,34.43618470493558,4,99.69691105943458,21,6,1,506,3
10,29.80882700605028,3,46.890210276720346,1,26,0,471,1
3,46.409611666829974,6,86.60901479737556,23,2,0,57,3
5,26.019932740471724,7,55.552019343332276,28,10,0,662,4
3,64.65632081682884,6,133.69872805431535,26,0,0,396,4
5,47.99536320245818,3,118.79872220774337,18,13,0,89,2
6,41.646956403977626,3,116.94957768440868,17,2,0,901,2
7,54.18819532701653,4,56.051064276650905,10,9,1,99,1
3,49.77582215780437,4,63.438653004301344,15,9,1,748,2
9,48.08383244848125,4,79.01054555146257,15,3,0,681,3
6,69.68708970900246,4,55.35229184859902,19,16,0,607,3
3,63.738471388204495,4,84.4643156011723,15,21,0,130,2
4,91.18476965469247,5,96.42198795884113,26,20,0,303,4
5,50.62122722035517,8,70.97791741481043,3,3,0,577,0
5,26.622894229511168,9,125.19047294517429,7,13,0,169,1
1,49.28501608727277,9,88.01155786862236,21,14,1,938,2
4,50.60590949453154,5,80.96674086221357,0,6,0,920,0
2,34.69042663284931,2,56.57551827751219,18,7,0,289,2
3,49.663763085046284,5,146.65666839866904,7,29,0,871,0
12,72.94572601474476,2,95.82189505062367,10,29,0,675,2
3,59.35273602123669,5,67.41278910074703,22,20,1,961,3
2,9.915167389374808,1,78.77082483462092,16,21,0,760,2
7,46.047084926282835,2,96.40299202276539,20,19,0,604,3
3,46.49435492574443,7,71.32987834816132,27,9,0,625,4
0,43.407357093655364,1,92.9922908016438,4,5,0,490,0
6,55.696596149210926,9,161.65066875757003,25,14,0,680,4
7,31.023570528208445,4,128.66326224608508,17,6,0,876,3
6,28.12799376879738,5,98.66521644252464,11,10,0,645,1
5,16.594135741482333,7,148.7578800313012,7,28,0,103,1
6,62.416467674818286,8,81.61543775722053,18,27,0,499,3
3,76.44289337356562,8,10.182780140879771,22,9,0,491,3
7,43.512829316317415,3,71.6318003464234,12,13,0,259,2
5,32.2416382995428,5,96.07177532113671,18,27,2,273,2
8,50.2134759306165,5,120.26766976676565,24,13,1,338,4
7,23.43812358576734,2,40.43580894332877,26,26,0,544,4
3,55.45437017861555,8,101.78837526652761,26,8,0,978,4
6,34.432502760711785,4,88.67854454807872,29,13,0,426,4
5,44.37444273416271,4,89.46773977569788,3,5,0,704,0
2,45.0116480393113,6,85.39620396460326,6,3,1,45,0
7,5.861319830510368,9,-20.733683814652807,3,12,0,985,0
7,79.05678389529304,5,94.75739951698012,1,6,0,432,0
2,54.98652018471856,4,75.23491872978961,5,18,0,184,0
1,32.48428443543227,8,44.911691166061516,7,25,0,212,0
5,70.86868617780019,9,87.0679513709154,10,5,0,946,1
4,53.62612866301596,9,60.74084499046493,11,14,0,584,1
10,63.61585453598621,8,90.69983300239991,23,1,1,382,4
6,46.95688176196414,8,99.87571351575899,27,6,0,323,4
8,38.31369640712944,3,57.85053986091195,16,4,0,759,3
8,85.24404318330895,5,122.94082564662034,23,16,0,666,4
2,72.21160628462417,9,111.04269305718724,2,26,1,766,0
6,51.2554388420522,8,103.2354783276971,16,23,0,632,2
9,46.95636865470761,4,81.61571833631174,6,11,0,705,1
6,19.037770082661012,7,136.38094443039967,8,5,0,696,1
5,38.88197963420118,9,120.62142909234643,26,28,0,527,4
4,33.64022157745561,5,93.78487787417616,16,25,0,173,2
5,46.88321761986862,2,93.33172573757784,25,26,0,404,4
2,57.765347044255186,3,111.02594315169554,14,11,1,186,1
5,32.17981834462199,5,62.18205511972222,7,2,0,423,1
5,21.55920092840633,2,8.630915372741,5,13,0,341,0
4,55.39611951472175,7,91.75181938710905,24,7,0,61,3
2,20.60518068209966,8,76.65288205603593,26,28,0,46,3
3,39.40074676737116,4,93.76537174165513,23,24,0,972,3
3,42.66808369541383,7,63.21764752764798,9,23,1,353,1
1,45.03807469995706,8,146.62607691479928,5,12,0,347,0
8,23.55763899566736,7,48.41334146875422,12,12,0,675,2
7,49.642798847637295,2,83.74978905040393,5,21,1,430,1
7,25.54846339046806,2,85.11393722377312,2,21,0,194,0
2,45.16334951765105,7,64.35767638952478,8,27,0,223,0
8,42.93196056850947,7,82.47248877584568,2,1,1,542,0
3,39.001976758430516,3,91.02333928510782,12,18,0,465,1
5,51.223576225487676,2,72.85630071585805,25,3,1,515,4
7,71.5302527529444,1,95.44047470350195,26,4,0,150,4
3,46.1943553912988,8,144.1446789351781,26,24,1,853,4
3,58.39223315155443,2,92.14520182907451,22,15,0,388,3
6,38.30798002210404,2,155.62390855804117,13,24,0,327,2
7,30.924192257139914,9,96.95589085082106,14,29,0,217,2
4,60.72469774335748,9,89.87497176691214,22,28,0,673,3
4,41.70401652828329,8,89.8319520404769,27,18,0,715,4
8,64.62619345130062,5,98.00754492017299,19,4,0,79,3
4,47.58395196075807,9,100.04850532087194,15,29,1,688,2
9,88.45054843757629,8,85.905771509065,6,19,1,870,1
2,62.51231255408111,1,46.89744060802978,21,15,1,334,2
2,84.01053037636362,4,123.7105154398654,8,1,0,546,0
5,50.635181841492276,6,107.44558283141167,27,5,0,977,4
4,56.65437986866387,5,120.40021137236663,8,8,0,729,1
6,29.261461382464475,3,70.51573844216537,19,1,0,449,3
4,75.57968582798419,9,117.98519012159184,17,28,0,694,2
8,44.87536864266387,7,107.61900401431491,5,27,0,835,1
5,55.90017743235929,1,16.62918913312278,1,19,0,744,0
5,86.07754261603202,9,120.92003793280804,24,8,0,374,4
6,37.84124429163108,9,111.73452962519961,29,17,0,390,4
5,14.491797271580843,2,20.325940816292814,1,8,1,523,0
6,61.93311601273258,9,110.98609042405133,29,15,0,36,4
6,65.08491892718034,1,134.15579674707823,20,27,0,501,3
6,68.45155433399049,5,120.50197002880587,18,16,1,513,3
10,28.245326704047393,8,95.14773078040837,8,25,1,421,2
8,40.58021939999084,3,55.482118773598565,28,2,0,576,4
7,61.497528601571,9,59.85133261569969,25,1,0,417,4
8,-8.430861108286521,5,53.52692473071707,23,3,1,104,4
6,36.196920797794334,2,133.85997951669023,28,24,0,770,4
6,63.10185386900551,8,110.24199157155901,0,27,0,899,0
4,17.15675776973565,6,121.34333746072616,6,2,0,340,0
6,71.95320616703094,5,100.45222509046184,28,15,0,531,4
5,78.6541149648373,9,91.35330567821765,24,21,0,329,4
7,78.90685046641072,6,88.6550636644629,20,15,0,43,3
4,43.698657517397514,8,90.02992230314159,16,6,0,267,2
8,74.31716144657636,5,23.00394928994362,27,24,0,441,4
2,47.49945709611162,2,153.00261064488717,29,21,1,708,4
3,43.11761566746701,1,119.20065885268191,21,6,0,595,3
5,56.80222949364867,3,50.89752053999031,17,15,0,482,2
6,38.59631060874389,1,101.60305720909909,18,4,1,565,3
4,55.38134433855731,4,123.15963721442427,12,19,0,100,1
3,38.48333331418364,5,132.578784786249,4,5,0,180,0
3,62.97737907413887,8,113.97329085276748,12,20,0,332,1
7,85.97734810559803,2,136.0948978841896,21,19,0,616,3
3,38.44705997760276,6,-5.495118660662101,1,12,1,699,0
3,33.140593257567325,4,74.26852109455629,9,7,0,479,1
3,54.56871702580537,9,69.54565655155474,23,5,1,503,3
3,46.6828539334429,5,127.73397910840274,14,2,0,592,1
4,43.65806160584526,8,138.2153905214829,7,9,1,864,1
7,32.399348228230856,9,134.68817439384313,11,8,0,245,2
5,54.12858958187461,2,91.83629177848935,1,29,1,439,0
4,44.49866792911869,7,-3.505769646648332,0,6,0,610,0
5,45.49877635498483,9,73.38722099786007,4,25,1,950,0
5,21.92624153035887,2,85.41809081309617,22,4,0,640,3
3,55.98480511204392,6,143.02655287445316,20,12,0,672,2
8,40.3941550865223,1,61.4137599854699,13,5,0,814,2
5,54.23292348238131,7,142.82729835311332,15,20,1,50,2
3,14.453829412746607,5,51.810388012625985,2,22,0,525,0
11,51.47370456973212,6,55.15230442727689,1,3,0,787,1
5,51.98841585008094,4,32.41530113461264,17,5,1,106,2
9,31.16950955938108,5,69.21705329497165,28,14,1,697,4
4,15.180098591260837,7,137.4001101651531,11,7,0,102,1
5,71.24789642622882,6,82.20925816306507,19,7,0,763,3
8,28.005072625381175,4,18.16959788668035,15,24,0,982,2
7,75.10528976154671,9,125.56890236440674,29,19,0,67,4
7,33.93096566974513,8,73.60578452015204,28,1,1,90,4
3,36.413936992158085,8,80.89425412238171,16,6,1,393,2
10,43.58364269379955,7,89.35775884693695,8,25,0,951,2
5,61.92864737980145,1,99.01843216280625,13,14,1,562,2
7,54.39197099672599,6,122.74433488405444,24,18,0,293,4
2,35.036667506925426,4,110.15957053983756,1,23,0,493,0
13,41.08762935420583,4,108.55300281226955,12,20,0,332,3
8,54.28049878727504,1,86.65669148915889,11,0,0,391,2
4,78.12003848652455,3,97.58412218826187,11,18,0,584,1
9,82.84304969002332,3,119.60595094314323,20,17,1,130,4
9,88.83246741528956,4,29.258426647964278,5,13,0,610,1
5,26.65065987444974,3,96.7805214886148,18,19,1,986,2
2,100.04707524936691,1,70.260654302862,22,11,0,795,3
5,48.45014754961193,5,114.29696688091502,22,2,0,627,3
3,50.34680491363753,7,136.57154629448218,16,12,1,32,2
2,39.696806479312315,9,70.06587122056133,6,2,1,542,0
6,76.28220407087933,1,146.93971289866852,20,2,2,51,3
6,-15.031474081479686,5,122.63261005690052,24,28,0,614,4
7,25.493302671215254,8,67.03111009348729,4,7,0,925,1
4,28.109278582495367,6,69.08276607106394,18,17,1,942,2
0,42.16781378186309,5,117.92717019689762,26,27,0,501,3
7,33.44148550446501,9,119.38196558801263,15,27,1,687,2
5,30.506976360631615,7,54.26632676695639,4,5,0,739,0
6,55.40351856075139,9,84.65047371065266,18,4,1,359,3
4,82.29730045834174,9,89.18727119237762,7,7,1,288,1
5,14.056432345875521,3,96.35431769075967,9,29,1,322,1
3,66.35572003065539,5,93.86537177306987,7,13,0,179,0
5,61.30023722226872,4,132.66022425166818,21,1,0,37,3
7,64.46563826381278,3,4.037248703862446,23,22,0,686,4
5,89.6576546268298,1,37.89247159584468,8,17,1,695,1
3,43.60394791004178,2,78.32791273069378,14,24,1,30,1
3,49.22700845552938,3,115.216261268617,14,17,0,244,1
8,51.562514432595364,7,100.82588905959376,29,28,0,830,4
8,77.59108894759592,9,101.92193722684955,21,23,0,659,4
3,9.739769840128965,8,43.184473502409574,7,11,2,979,0
6,42.94305921018536,7,104.03707519477405,5,15,0,404,1
4,41.273204499761114,8,74.9170138915722,4,11,0,167,0
4,46.561589556011604,3,92.94361646154826,29,15,0,507,4
8,48.350663745323075,4,44.519313665557675,25,26,1,71,4
3,51.227931178579674,7,54.4322400550691,0,17,0,345,0
5,42.94805907250475,8,24.79162218668033,9,20,0,454,1
4,47.68339740546886,6,64.13419760074709,19,4,0,499,2
5,36.47621954477938,1,93.0816698775026,14,4,0,611,2
5,97.80469995629774,6,55.946382693244395,29,21,0,412,4
3,38.94981923598635,3,152.48804060758658,22,1,0,426,3
6,42.88331215565285,7,88.12048628862874,6,25,0,836,1
7,71.76438501321451,9,127.06401353601697,7,22,0,41,1
8,64.62168053816498,6,36.02841569707103,1,29,0,540,0
8,42.01511106416122,7,95.278516776672,29,22,1,203,4
4,38.75309067204933,8,86.3971690230819,19,24,0,453,2
5,38.06385945217841,8,58.00858496911726,26,23,0,920,4
6,53.10741635521187,8,98.70616889821147,16,20,0,78,2
5,32.72169589072098,1,71.2521876445304,12,3,0,545,1
6,78.66782699098346,2,131.0291592347991,4,16,0,379,0
1,37.948672529251255,6,65.51760262070029,0,11,1,861,0
8,39.298388483236835,6,93.87523635366479,28,13,1,453,4
6,64.60233799800972,6,90.65934015051148,24,29,1,444,4
5,41.27673921534882,7,62.29699377358429,27,26,1,351,4
2,16.09578848219863,2,93.89583242982992,29,12,0,636,4
5,51.841843593020094,6,106.01610922617786,25,7,1,642,4
3,86.35113190854935,4,102.30639921907546,1,10,0,354,0
6,53.78798604264168,4,53.718148157011015,28,28,1,110,4
1,43.038042346887856,1,97.1150510020461,18,8,0,630,2
3,92.60126529893711,4,112.99501000557707,9,12,0,870,1
8,25.767169791627357,2,88.21668225492117,9,18,1,190,1
4,51.928741211315504,3,113.55258749065432,16,19,1,966,2
8,25.569371164215795,3,85.27970679413397,0,7,0,348,0
3,18.304175128034377,4,70.69690438008826,6,13,1,700,0
6,40.377472623857024,2,109.36926416929377,6,28,0,291,1
4,83.50359811459691,4,66.53223248825722,28,7,0,542,4
8,66.16299564095944,8,59.4405315629923,3,11,0,450,1
2,63.42452950119233,1,109.85307047754895,0,22,1,743,0
6,82.09864626377893,3,94.38828319674491,8,23,0,564,1
8,78.13788846150074,3,64.51202766995753,22,26,0,490,4
2,58.59381946446713,3,73.67014598393746,10,16,0,77,1
4,26.85604169232159,5,136.92288968475333,3,28,0,568,0
4,31.73407232067266,7,80.00931042552008,20,15,1,222,3
4,23.858494917655364,1,145.28632460707647,19,16,0,895,2
5,13.326633325591636,5,49.18248365312536,11,3,2,204,1
6,23.915668447308494,7,98.62445636594312,18,17,1,782,3
6,56.501442728534066,4,93.8419220843148,26,13,0,531,4
3,58.92904282689614,7,83.75533915672455,29,6,0,414,4
9,49.19082242772038,9,62.42569428960109,28,1,0,280,4
4,29.45127498078266,8,74.03852256901915,21,26,0,444,3
7,40.649440172569,4,140.70312821680128,4,15,0,458,1
8,31.152350901849857,1,96.75678936033857,26,22,1,523,4
3,22.82705799627405,2,107.78392113311017,25,10,0,112,3
3,47.40351531829623,7,112.69174944072452,19,9,1,721,2
8,26.778483372383448,1,17.757417160597882,26,11,1,137,4
5,65.13579251656799,8,86.78600874427167,4,20,1,63,0
7,55.004830601996325,2,94.17809306133807,11,22,0,471,2
7,22.84807981522867,7,109.77679893494312,8,21,0,792,1
8,69.46265550346052,2,94.90415772441091,18,13,0,231,3
8,47.9536855845428,2,69.91662751719848,29,10,0,117,4
5,57.67357329106521,8,108.78768472564627,23,13,1,90,3
11,49.64105432998389,7,45.65650935619018,9,12,0,627,2
2,66.33465668584533,4,84.91132776425556,7,13,0,993,0
3,45.63489804050031,4,73.14136681148607,15,10,0,49,2
6,99.69308066890594,3,82.29068234326792,14,22,1,286,2
3,56.27399177259668,7,141.12493086311662,29,25,1,71,4
8,40.118244371840404,8,82.80585234286488,20,21,0,921,3
7,60.32255124498069,6,126.48212700095809,1,21,0,195,0
2,13.014369743931077,8,72.31351566369713,29,11,2,880,4
3,51.57853892977898,3,96.76753989412472,14,8,0,564,1
7,58.781545647093346,6,92.88891412457254,27,7,0,596,4
4,40.54223636747819,1,47.935756346357465,28,2,1,410,4
8,90.39707673777912,2,93.7686397526817,21,23,0,675,4
4,22.844635322666438,6,129.37967697133254,18,10,1,350,2
8,36.94391204979567,2,47.929583268225024,10,10,1,826,2
6,70.40359620523029,4,79.51214039814425,27,11,1,745,4
6,53.02810831682843,1,71.09984545391774,21,14,0,71,3
11,49.46105993123907,1,92.34524477909224,19,7,0,137,4
1,45.48505013195759,8,88.80202736556693,2,23,2,315,0
5,45.761157530779855,3,78.0415086353231,24,5,0,856,4
3,60.23633803368797,9,51.18538884467719,21,20,0,408,3
7,59.2040839249646,2,101.92218200886647,8,14,1,764,1
3,41.885003468666184,1,41.99997418848231,19,20,0,443,2
8,31.939633438614614,6,128.7255392521986,20,7,0,297,3
5,64.40020725402626,3,106.92038087989332,5,17,0,634,0
7,48.171750754695125,6,48.302456420621446,17,6,1,504,3
4,50.976299781315376,1,65.17264444927018,6,5,1,892,0
3,36.20243135833276,9,90.91020534739869,7,18,2,992,0
6,22.670085798760358,9,53.66890054168136,10,14,1,458,1
4,20.554049750524058,7,124.33673282602152,22,9,0,772,3
7,52.686794705594686,2,112.9768380811381,5,24,0,930,1
0,61.36065550899047,6,55.35048916043132,7,5,0,621,0
4,12.867309433680262,5,85.31253175135078,19,12,0,892,2
5,51.761876873164766,9,118.8063623426312,23,16,0,67,3
2,70.12550644436708,9,78.31445026237779,26,13,1,827,3
3,19.900427109875732,1,160.7147389423378,17,9,1,682,2
4,77.58245776784511,4,107.05256203467832,25,5,0,691,4
4,27.465766024385488,9,122.56360804461649,12,22,1,192,1
7,45.444389818597045,2,129.62769895818707,8,21,0,520,1
7,22.33672906335557,7,78.24292884109381,18,13,1,541,3
6,21.590067760801755,3,76.31032154773027,20,18,0,214,3
7,75.48846208651726,1,48.390832120038,20,7,0,782,3
2,65.89139543371853,7,157.10537680387216,10,20,0,297,1
4,52.62285747686281,3,108.627996411058,22,12,1,33,3
1,79.58548384603256,6,82.2550149897589,18,14,0,237,2
4,7.495864224856788,7,120.87588028577012,16,4,0,582,2
6,71.1739312565372,9,67.48253183558663,12,28,0,993,2
4,27.16049998105078,5,100.5086073250641,2,6,0,678,0
9,55.62690919256043,1,100.77990228577833,14,3,0,876,2
6,16.66475246627384,4,79.85136057839448,26,8,0,260,4
5,22.357105692026835,5,145.07208597048287,19,12,1,296,3
4,55.20938114983532,4,108.8607357674876,2,0,0,364,0
3,64.88077309540503,6,111.17629932835976,25,9,1,67,3
5,58.694999538528606,1,127.22810001116747,26,0,0,990,4
2,39.53841511631485,3,109.21617320144948,16,2,0,558,2
3,70.39407777839342,4,84.24244697303138,25,10,1,930,3
3,65.47284739562402,5,148.14150362976184,22,2,0,941,3
4,72.53760112259371,3,109.13387826607743,1,16,1,62,0
8,20.260126540743073,8,134.00194150924375,5,0,1,977,1
7,83.92539733062907,4,77.11485943993412,6,28,1,637,1
5,81.68238633506286,5,139.9452717944991,19,22,1,388,3
7,39.424310689811485,8,97.00138416269024,12,6,0,801,2
4,55.42420246821381,4,77.04195188492432,13,28,1,219,1
5,38.794296119712406,2,127.9425313805641,19,8,0,916,3
4,57.67562834534466,5,58.52233684422019,17,19,2,231,2
5,65.70919460472506,4,96.16564969361342,2,10,0,410,0
3,38.66377805534792,5,78.80425621503991,18,8,1,965,2
4,52.0965635145398,8,72.1817921415053,24,11,1,501,3
8,24.191962251716966,5,51.68141021935964,5,10,0,858,1
6,24.810842165706823,1,70.35715876124668,12,29,1,131,2
5,38.31176312415254,2,106.53008645468206,17,16,0,667,2
4,47.16684290795299,2,66.68573151834337,8,12,1,999,1
8,74.94000546794426,3,93.37528336383696,13,0,0,344,2
6,76.26981423914035,9,107.51889508935888,11,14,1,468,1
6,58.66025599336501,4,52.30832876035613,14,5,1,106,2
3,52.27493611238826,4,69.5411674383237,2,7,1,722,0
6,34.524504411347564,3,65.6273339448642,10,23,0,259,1
7,69.32252615682506,2,125.71377635473416,17,29,1,431,3
5,43.570358725454795,1,163.13076805323072,16,27,0,490,2
3,27.790769533123076,4,121.31011434717576,23,26,0,584,3
3,59.18329788873486,5,116.27098519226648,14,6,1,550,1
6,60.27480181233766,8,94.07326848708078,19,0,0,542,3
3,25.789753004709613,1,107.51976874280828,10,16,1,270,1
5,35.554168254726854,4,143.48920075070157,16,14,1,264,2
8,71.19226773140483,8,43.567940274879355,9,0,0,779,1
7,61.317253081751744,3,71.73432234636141,13,12,2,514,2
7,70.5896945381615,9,128.36237865935823,10,27,0,414,1
10,3.6668036578915206,4,30.883628561635568,18,7,0,858,3
7,44.379405557338096,5,100.70999385123318,9,6,1,975,1
2,53.594368805209875,3,50.299449325957575,26,15,2,66,3
3,48.67024628332739,1,41.599123518480155,14,0,1,615,1
4,80.8827824889156,2,106.73248836156556,15,17,1,50,2
3,52.547349581207584,9,119.9153852453298,18,5,1,824,2
4,16.689682341500138,2,18.97565430229818,9,23,0,326,1
5,20.634695881853766,8,108.71281826330596,29,24,1,223,4
7,107.97005339117007,3,48.15580698112924,20,11,0,726,3
9,82.51550225184494,7,88.94362542331903,0,12,0,622,0
6,17.317422452835004,8,50.529551636635084,1,2,0,470,0
5,66.82135919293783,1,35.696603412741,28,12,1,807,4
8,20.224560226242364,5,94.01646359599621,22,29,1,457,4
5,35.452896999451525,7,115.68302892912325,24,27,1,807,4
6,15.088488436120457,9,106.57518370996695,27,23,0,667,4
4,25.772345275965467,6,103.79111452082984,29,10,0,548,4
3,65.2369699167083,4,178.21775175156353,23,13,1,729,3
2,42.70971321669797,5,87.27531263564009,9,15,0,798,1
6,30.658598546823523,5,143.72104569822946,6,8,0,836,1
7,4.180991781065103,6,80.0425652054788,21,16,1,192,3
7,72.38949527543676,3,68.94434293436898,0,23,0,746,0
7,56.09802404334774,5,34.15353249357265,11,4,0,915,2
3,23.948914501924055,6,82.83432736379295,10,3,0,534,1
9,64.23786064533451,5,68.84455370670273,3,25,0,932,1
7,62.74192180382033,5,137.02969017818415,1,24,0,914,0
3,80.03715137211216,4,112.18791688561333,18,5,0,402,2
4,40.76711273876899,2,67.65776024864,1,24,1,493,0
0,88.98646390103409,9,67.9925616261006,10,17,0,178,0
3,67.62687410582977,1,125.11888323365484,26,5,0,773,4
4,80.07066910468036,5,139.40014049858786,20,25,1,368,3
5,50.47493302751723,8,66.45976797672863,29,21,0,115,4
5,47.12552736854315,6,76.41021871820112,12,5,1,778,1
7,46.69892481733292,1,30.487847616620435,3,15,2,344,0
2,69.13471830889145,4,103.04983151880002,2,12,1,324,0
4,44.66363005892201,3,100.53500122528722,17,1,0,297,2
5,8.46743323335943,5,102.21274047284484,25,6,0,255,4
5,66.00290791313421,3,95.0464539467177,27,25,0,93,4
4,25.830253930450148,1,41.10360769970932,10,25,1,751,1
4,79.53877287818524,3,38.91993489657848,20,19,1,342,3
4,24.66456587087447,6,84.46542893593498,1,11,0,448,0
6,36.21263357401872,5,37.05235311014891,24,1,1,809,4
3,63.28968154256998,6,98.35430933410463,12,4,1,412,1
4,90.8339982720831,4,135.50987080766592,13,18,0,304,1
3,94.30226820528637,9,128.8657934814454,29,26,1,609,4
2,46.843902997745445,5,93.98390020073873,18,7,0,318,2
8,42.82729308763307,5,89.25751407130856,22,14,0,888,4
4,69.54966915364449,1,53.61085079345335,6,22,0,520,0
5,80.99031670712158,8,50.885220534785454,20,11,0,676,3
4,7.509733777027144,2,85.03057709300202,21,2,0,146,3
4,25.147598831871637,3,100.94945350830896,18,9,1,546,2
5,42.10336495155965,2,46.458913335079,29,0,1,610,4
6,25.935876715048906,4,127.56727043302845,3,9,0,207,0
12,60.78856510788356,4,124.43944045358649,0,11,0,689,1
3,29.918530032892576,7,70.158222385997,6,11,0,728,0
1,16.113312841582015,8,86.61855927046811,17,23,0,932,2
7,57.208727393372975,4,86.12857642299511,20,28,0,58,3
3,20.16898591389349,5,97.58334890379415,9,5,0,81,1
4,62.849906345094325,8,59.301203774421964,20,16,0,355,3
12,75.48543952775218,5,109.18432797763761,5,6,0,913,1
3,50.381529437245604,3,97.48216675737532,16,11,0,171,2
4,56.5442114510723,3,71.19603311079655,29,12,0,657,4
6,76.5198537094708,1,98.26446238419828,0,26,0,66,0
7,46.738716871228824,9,86.79384168199331,24,13,0,215,4
3,63.42980868958207,8,77.2407260017032,23,15,0,356,3
2,56.27664923936705,5,108.70294029220364,0,7,0,801,0
6,30.141199843026648,1,79.11577051802352,7,24,1,751,1
9,30.46363645212509,2,131.81278395043606,22,26,1,619,4
5,45.443810097933564,7,68.06000291252114,19,6,0,294,3
6,34.588455727331336,4,107.149080448145,12,17,1,165,2
7,47.30390825516718,8,43.534716825100006,8,13,2,90,1
1,46.11992474547048,8,72.63278148281006,18,11,1,458,2
4,45.92694792783025,2,65.00903613686064,28,16,1,145,4
6,57.056050591632,8,106.10311694345735,29,17,0,138,4
4,24.88256089861916,2,37.24395382375541,3,7,0,66,0
5,52.8570356680416,5,118.28963731137671,14,17,0,981,2
5,59.340067820595756,2,154.56292722147086,3,10,0,176,0
3,28.373841257336988,9,115.35775287386188,14,20,1,768,1
2,28.181010993831226,6,117.22088714753556,15,23,0,574,1
7,22.897325266704364,9,109.7925566007392,11,6,0,992,2
5,81.56922904143542,9,110.59208574728564,24,28,0,415,4
5,62.84942016127846,7,115.42104930900275,21,14,1,266,3
5,61.845419818464514,4,75.53604451312515,15,11,1,275,2
5,78.01358377953359,1,44.00960992221661,25,23,0,765,4
9,76.11686664730239,9,143.4480770597238,4,26,0,486,1
7,30.233767397316164,1,130.48304943274965,23,23,2,732,4
3,45.619410932215345,8,88.5518845853542,23,25,1,289,3
2,46.85572876217654,3,68.06691561421303,8,17,0,304,0
10,46.9413071418278,3,91.11114929355007,12,25,1,830,2
7,55.1664234032353,1,109.5760582544938,11,0,1,327,2
4,55.982930772951065,2,52.242089921774514,7,23,1,690,1
3,53.978938913630344,3,119.15811403288313,20,6,1,912,2
4,63.15090039496205,7,98.4253760348524,6,12,2,515,0
6,82.82225539192032,5,74.05418699418496,28,12,1,233,4
6,60.11479092835926,6,111.85122349250612,4,23,1,469,0
4,16.396121308884197,4,93.93683584170692,17,27,0,178,2
